EndFiscalYear,UniqueIndividual_ID,Gender,Region_MostRecentPlacement,Age_Category,TotalAggregatedDays_Segregation
2025,2025-07396-SG,Female,Central,18 to 24,16
2025,2025-07397-SG,Female,Central,25 to 49,5
2025,2025-07398-SG,Male ,Western,18 to 24,5
2025,2025-07399-SG,Female,Eastern,25 to 49,1
2025,2025-07400-SG,Male ,Eastern,18 to 24,26
2025,2025-07401-SG,Female,Central,25 to 49,7
2025,2025-07402-SG,Male ,Western,25 to 49,1
2025,2025-07403-SG,Male ,Western,25 to 49,10
2025,2025-07404-SG,Male ,Central,25 to 49,10
2025,2025-07405-SG,Male ,Toronto,18 to 24,51
2025,2025-07406-SG,Female,Central,25 to 49,19
2025,2025-07407-SG,Male ,Central,18 to 24,3
2025,2025-07408-SG,Female,Central,25 to 49,26
2025,2025-07409-SG,Male ,Central,25 to 49,2
2025,2025-07410-SG,Male ,Toronto,18 to 24,6
2025,2025-07411-SG,Male ,Toronto,25 to 49,33
2025,2025-07412-SG,Female,Western,25 to 49,1
2025,2025-07413-SG,Male ,Central,25 to 49,7
2025,2025-07414-SG,Male ,Central,25 to 49,10
2025,2025-07415-SG,Male ,Western,18 to 24,4
2025,2025-07416-SG,Male ,Northern,18 to 24,1
2025,2025-07417-SG,Male ,Eastern,25 to 49,9
2025,2025-07418-SG,Female,Northern,25 to 49,1
2025,2025-07419-SG,Male ,Western,25 to 49,1
2025,2025-07420-SG,Female,Central,25 to 49,37
2025,2025-07421-SG,Male ,Western,25 to 49,2
2025,2025-07422-SG,Male ,Toronto,25 to 49,41
2025,2025-07423-SG,Female,Eastern,25 to 49,1
2025,2025-07424-SG,Male ,Toronto,25 to 49,14
2025,2025-07425-SG,Male ,Eastern,25 to 49,5
2025,2025-07426-SG,Male ,Central,25 to 49,104
2025,2025-07427-SG,Male ,Toronto,18 to 24,11
2025,2025-07428-SG,Male ,Western,18 to 24,3
2025,2025-07429-SG,Male ,Northern,25 to 49,4
2025,2025-07430-SG,Male ,Western,25 to 49,1
2025,2025-07431-SG,Male ,Toronto,25 to 49,47
2025,2025-07432-SG,Female,Northern,18 to 24,2
2025,2025-07433-SG,Male ,Western,25 to 49,6
2025,2025-07434-SG,Female,Northern,25 to 49,12
2025,2025-07435-SG,Male ,Toronto,25 to 49,4
2025,2025-07436-SG,Male ,Northern,25 to 49,41
2025,2025-07437-SG,Female,Northern,18 to 24,33
2025,2025-07438-SG,Male ,Toronto,18 to 24,3
2025,2025-07439-SG,Male ,Northern,25 to 49,1
2025,2025-07440-SG,Male ,Western,25 to 49,12
2025,2025-07441-SG,Male ,Northern,25 to 49,9
2025,2025-07442-SG,Male ,Western,25 to 49,3
2025,2025-07443-SG,Male ,Toronto,25 to 49,5
2025,2025-07444-SG,Male ,Western,25 to 49,45
2025,2025-07445-SG,Female,Central,25 to 49,45
2025,2025-07446-SG,Male ,Central,25 to 49,40
2025,2025-07447-SG,Female,Northern,25 to 49,4
2025,2025-07448-SG,Male ,Eastern,25 to 49,3
2025,2025-07449-SG,Male ,Northern,18 to 24,5
2025,2025-07450-SG,Male ,Toronto,25 to 49,229
2025,2025-07451-SG,Female,Central,18 to 24,2
2025,2025-07452-SG,Male ,Central,25 to 49,20
2025,2025-07453-SG,Female,Western,18 to 24,4
2025,2025-07454-SG,Male ,Eastern,25 to 49,1
2025,2025-07455-SG,Female,Western,25 to 49,6
2025,2025-07456-SG,Male ,Eastern,25 to 49,22
2025,2025-07457-SG,Female,Eastern,25 to 49,5
2025,2025-07458-SG,Male ,Western,18 to 24,2
2025,2025-07459-SG,Male ,Central,25 to 49,3
2025,2025-07460-SG,Male ,Eastern,25 to 49,10
2025,2025-07461-SG,Male ,Western,18 to 24,9
2025,2025-07462-SG,Male ,Central,18 to 24,4
2025,2025-07463-SG,Female,Central,25 to 49,11
2025,2025-07464-SG,Female,Western,25 to 49,4
2025,2025-07465-SG,Female,Central,25 to 49,8
2025,2025-07466-SG,Male ,Central,25 to 49,2
2025,2025-07467-SG,Male ,Central,25 to 49,25
2025,2025-07468-SG,Male ,Eastern,25 to 49,4
2025,2025-07469-SG,Male ,Western,18 to 24,12
2025,2025-07470-SG,Male ,Toronto,25 to 49,8
2025,2025-07471-SG,Male ,Central,25 to 49,8
2025,2025-07472-SG,Female,Western,25 to 49,8
2025,2025-07473-SG,Male ,Western,25 to 49,3
2025,2025-07474-SG,Male ,Eastern,25 to 49,7
2025,2025-07475-SG,Female,Central,25 to 49,6
2025,2025-07476-SG,Male ,Western,25 to 49,59
2025,2025-07477-SG,Male ,Western,25 to 49,1
2025,2025-07478-SG,Male ,Northern,18 to 24,2
2025,2025-07479-SG,Female,Central,25 to 49,18
2025,2025-07480-SG,Male ,Eastern,25 to 49,61
2025,2025-07481-SG,Male ,Central,25 to 49,5
2025,2025-07482-SG,Male ,Central,25 to 49,5
2025,2025-07483-SG,Male ,Northern,25 to 49,1
2025,2025-07484-SG,Female,Central,18 to 24,4
2025,2025-07485-SG,Male ,Eastern,18 to 24,10
2025,2025-07486-SG,Male ,Central,25 to 49,4
2025,2025-07487-SG,Male ,Central,25 to 49,3
2025,2025-07488-SG,Female,Central,25 to 49,4
2025,2025-07489-SG,Male ,Central,18 to 24,2
2025,2025-07490-SG,Male ,Central,25 to 49,1
2025,2025-07491-SG,Male ,Western,25 to 49,2
2025,2025-07492-SG,Male ,Western,50+,13
2025,2025-07493-SG,Male ,Central,18 to 24,3
2025,2025-07494-SG,Male ,Central,25 to 49,7
2025,2025-07495-SG,Male ,Eastern,25 to 49,8
2025,2025-07496-SG,Male ,Toronto,25 to 49,12
2025,2025-07497-SG,Male ,Toronto,18 to 24,4
2025,2025-07498-SG,Female,Central,25 to 49,3
2025,2025-07499-SG,Female,Northern,18 to 24,1
2025,2025-07500-SG,Male ,Western,25 to 49,2
2025,2025-07501-SG,Male ,Western,25 to 49,2
2025,2025-07502-SG,Female,Eastern,25 to 49,3
2025,2025-07503-SG,Male ,Central,18 to 24,3
2025,2025-07504-SG,Female,Northern,25 to 49,5
2025,2025-07505-SG,Male ,Toronto,25 to 49,1
2025,2025-07506-SG,Male ,Central,25 to 49,10
2025,2025-07507-SG,Male ,Eastern,25 to 49,3
2025,2025-07508-SG,Female,Northern,18 to 24,15
2025,2025-07509-SG,Male ,Toronto,25 to 49,44
2025,2025-07510-SG,Male ,Eastern,18 to 24,1
2025,2025-07511-SG,Male ,Northern,18 to 24,6
2025,2025-07512-SG,Male ,Western,25 to 49,1
2025,2025-07513-SG,Male ,Western,25 to 49,3
2025,2025-07514-SG,Male ,Northern,25 to 49,7
2025,2025-07515-SG,Male ,Northern,25 to 49,1
2025,2025-07516-SG,Female,Eastern,25 to 49,2
2025,2025-07517-SG,Male ,Toronto,25 to 49,2
2025,2025-07518-SG,Male ,Toronto,25 to 49,4
2025,2025-07519-SG,Male ,Central,25 to 49,18
2025,2025-07520-SG,Male ,Western,25 to 49,5
2025,2025-07521-SG,Male ,Western,25 to 49,3
2025,2025-07522-SG,Male ,Toronto,50+,36
2025,2025-07523-SG,Male ,Western,50+,35
2025,2025-07524-SG,Female,Central,25 to 49,10
2025,2025-07525-SG,Male ,Western,25 to 49,10
2025,2025-07526-SG,Female,Central,25 to 49,3
2025,2025-07527-SG,Male ,Toronto,25 to 49,29
2025,2025-07528-SG,Male ,Toronto,25 to 49,13
2025,2025-07529-SG,Male ,Eastern,18 to 24,2
2025,2025-07530-SG,Male ,Central,25 to 49,6
2025,2025-07531-SG,Male ,Toronto,18 to 24,3
2025,2025-07532-SG,Male ,Central,25 to 49,2
2025,2025-07533-SG,Male ,Eastern,25 to 49,1
2025,2025-07534-SG,Male ,Western,18 to 24,7
2025,2025-07535-SG,Male ,Central,18 to 24,1
2025,2025-07536-SG,Male ,Eastern,18 to 24,5
2025,2025-07537-SG,Male ,Central,25 to 49,6
2025,2025-07538-SG,Male ,Eastern,25 to 49,1
2025,2025-07539-SG,Male ,Northern,25 to 49,6
2025,2025-07540-SG,Male ,Central,18 to 24,1
2025,2025-07541-SG,Male ,Eastern,50+,7
2025,2025-07542-SG,Male ,Northern,25 to 49,44
2025,2025-07543-SG,Male ,Northern,50+,2
2025,2025-07544-SG,Male ,Central,18 to 24,4
2025,2025-07545-SG,Male ,Central,18 to 24,8
2025,2025-07546-SG,Male ,Toronto,25 to 49,13
2025,2025-07547-SG,Male ,Central,18 to 24,1
2025,2025-07548-SG,Male ,Toronto,18 to 24,2
2025,2025-07549-SG,Male ,Central,25 to 49,1
2025,2025-07550-SG,Female,Central,18 to 24,25
2025,2025-07551-SG,Male ,Toronto,25 to 49,221
2025,2025-07552-SG,Male ,Toronto,18 to 24,1
2025,2025-07553-SG,Female,Central,25 to 49,4
2025,2025-07554-SG,Male ,Toronto,25 to 49,20
2025,2025-07555-SG,Male ,Western,25 to 49,4
2025,2025-07556-SG,Male ,Western,18 to 24,25
2025,2025-07557-SG,Male ,Toronto,25 to 49,37
2025,2025-07558-SG,Male ,Western,18 to 24,7
2025,2025-07559-SG,Male ,Central,25 to 49,4
2025,2025-07560-SG,Female,Central,25 to 49,33
2025,2025-07561-SG,Male ,Western,25 to 49,4
2025,2025-07562-SG,Male ,Eastern,25 to 49,2
2025,2025-07563-SG,Male ,Eastern,25 to 49,18
2025,2025-07564-SG,Male ,Western,18 to 24,28
2025,2025-07565-SG,Male ,Central,25 to 49,3
2025,2025-07566-SG,Female,Eastern,25 to 49,1
2025,2025-07567-SG,Male ,Northern,18 to 24,9
2025,2025-07568-SG,Male ,Central,25 to 49,3
2025,2025-07569-SG,Female,Central,25 to 49,16
2025,2025-07570-SG,Male ,Central,25 to 49,41
2025,2025-07571-SG,Male ,Western,25 to 49,30
2025,2025-07572-SG,Female,Central,25 to 49,92
2025,2025-07573-SG,Female,Central,25 to 49,77
2025,2025-07574-SG,Male ,Central,25 to 49,3
2025,2025-07575-SG,Male ,Western,18 to 24,6
2025,2025-07576-SG,Male ,Toronto,50+,47
2025,2025-07577-SG,Male ,Toronto,25 to 49,155
2025,2025-07578-SG,Female,Western,25 to 49,16
2025,2025-07579-SG,Female,Central,25 to 49,1
2025,2025-07580-SG,Female,Eastern,25 to 49,3
2025,2025-07581-SG,Female,Central,25 to 49,1
2025,2025-07582-SG,Female,Central,25 to 49,1
2025,2025-07583-SG,Male ,Eastern,18 to 24,16
2025,2025-07584-SG,Male ,Northern,25 to 49,1
2025,2025-07585-SG,Male ,Central,25 to 49,1
2025,2025-07586-SG,Male ,Toronto,25 to 49,3
2025,2025-07587-SG,Female,Central,25 to 49,1
2025,2025-07588-SG,Female,Central,50+,5
2025,2025-07589-SG,Male ,Western,25 to 49,2
2025,2025-07590-SG,Female,Central,25 to 49,1
2025,2025-07591-SG,Male ,Toronto,18 to 24,60
2025,2025-07592-SG,Female,Central,25 to 49,1
2025,2025-07593-SG,Female,Eastern,25 to 49,2
2025,2025-07594-SG,Female,Western,25 to 49,12
2025,2025-07595-SG,Male ,Central,50+,4
2025,2025-07596-SG,Male ,Central,25 to 49,4
2025,2025-07597-SG,Female,Eastern,25 to 49,2
2025,2025-07598-SG,Male ,Central,18 to 24,10
2025,2025-07599-SG,Female,Western,25 to 49,2
2025,2025-07600-SG,Male ,Eastern,18 to 24,14
2025,2025-07601-SG,Male ,Western,18 to 24,11
2025,2025-07602-SG,Male ,Western,18 to 24,5
2025,2025-07603-SG,Male ,Eastern,25 to 49,3
2025,2025-07604-SG,Female,Central,25 to 49,5
2025,2025-07605-SG,Female,Western,25 to 49,3
2025,2025-07606-SG,Male ,Toronto,25 to 49,6
2025,2025-07607-SG,Male ,Western,25 to 49,7
2025,2025-07608-SG,Female,Central,25 to 49,5
2025,2025-07609-SG,Female,Central,25 to 49,1
2025,2025-07610-SG,Male ,Toronto,25 to 49,18
2025,2025-07611-SG,Male ,Toronto,18 to 24,6
2025,2025-07612-SG,Male ,Toronto,25 to 49,66
2025,2025-07613-SG,Male ,Northern,25 to 49,5
2025,2025-07614-SG,Female,Central,18 to 24,84
2025,2025-07615-SG,Female,Eastern,25 to 49,1
2025,2025-07616-SG,Female,Central,25 to 49,1
2025,2025-07617-SG,Male ,Western,18 to 24,4
2025,2025-07618-SG,Male ,Western,18 to 24,5
2025,2025-07619-SG,Male ,Toronto,18 to 24,2
2025,2025-07620-SG,Female,Northern,25 to 49,3
2025,2025-07621-SG,Male ,Eastern,25 to 49,1
2025,2025-07622-SG,Male ,Northern,50+,48
2025,2025-07623-SG,Male ,Toronto,18 to 24,2
2025,2025-07624-SG,Female,Central,25 to 49,2
2025,2025-07625-SG,Female,Central,25 to 49,66
2025,2025-07626-SG,Male ,Toronto,50+,155
2025,2025-07627-SG,Male ,Western,18 to 24,3
2025,2025-07628-SG,Female,Central,25 to 49,32
2025,2025-07629-SG,Male ,Western,25 to 49,1
2025,2025-07630-SG,Male ,Western,18 to 24,38
2025,2025-07631-SG,Male ,Western,25 to 49,4
2025,2025-07632-SG,Male ,Central,18 to 24,14
2025,2025-07633-SG,Female,Central,25 to 49,11
2025,2025-07634-SG,Male ,Toronto,25 to 49,81
2025,2025-07635-SG,Female,Central,25 to 49,19
2025,2025-07636-SG,Male ,Western,50+,4
2025,2025-07637-SG,Male ,Central,18 to 24,4
2025,2025-07638-SG,Female,Western,25 to 49,1
2025,2025-07639-SG,Male ,Eastern,25 to 49,1
2025,2025-07640-SG,Female,Western,50+,2
2025,2025-07641-SG,Female,Central,18 to 24,2
2025,2025-07642-SG,Male ,Central,25 to 49,8
2025,2025-07643-SG,Female,Central,25 to 49,3
2025,2025-07644-SG,Female,Central,25 to 49,9
2025,2025-07645-SG,Male ,Central,18 to 24,1
2025,2025-07646-SG,Male ,Toronto,18 to 24,2
2025,2025-07647-SG,Male ,Eastern,25 to 49,11
2025,2025-07648-SG,Male ,Northern,25 to 49,3
2025,2025-07649-SG,Male ,Central,25 to 49,11
2025,2025-07650-SG,Female,Central,50+,93
2025,2025-07651-SG,Female,Eastern,50+,4
2025,2025-07652-SG,Male ,Central,50+,1
2025,2025-07653-SG,Male ,Northern,18 to 24,5
2025,2025-07654-SG,Male ,Eastern,25 to 49,2
2025,2025-07655-SG,Male ,Toronto,25 to 49,2
2025,2025-07656-SG,Male ,Toronto,18 to 24,25
2025,2025-07657-SG,Male ,Western,50+,2
2025,2025-07658-SG,Male ,Western,25 to 49,31
2025,2025-07659-SG,Male ,Central,25 to 49,3
2025,2025-07660-SG,Male ,Central,25 to 49,38
2025,2025-07661-SG,Male ,Central,25 to 49,15
2025,2025-07662-SG,Female,Central,25 to 49,3
2025,2025-07663-SG,Male ,Central,25 to 49,2
2025,2025-07664-SG,Male ,Western,18 to 24,114
2025,2025-07665-SG,Female,Central,25 to 49,9
2025,2025-07666-SG,Female,Northern,50+,20
2025,2025-07667-SG,Male ,Western,25 to 49,41
2025,2025-07668-SG,Male ,Toronto,25 to 49,24
2025,2025-07669-SG,Male ,Toronto,18 to 24,4
2025,2025-07670-SG,Male ,Western,18 to 24,3
2025,2025-07671-SG,Female,Western,25 to 49,1
2025,2025-07672-SG,Female,Eastern,25 to 49,9
2025,2025-07673-SG,Female,Eastern,25 to 49,4
2025,2025-07674-SG,Female,Central,50+,3
2025,2025-07675-SG,Male ,Central,25 to 49,26
2025,2025-07676-SG,Male ,Central,25 to 49,1
2025,2025-07677-SG,Female,Central,18 to 24,4
2025,2025-07678-SG,Female,Central,25 to 49,1
2025,2025-07679-SG,Female,Northern,25 to 49,1
2025,2025-07680-SG,Male ,Eastern,25 to 49,2
2025,2025-07681-SG,Male ,Central,25 to 49,16
2025,2025-07682-SG,Female,Central,25 to 49,2
2025,2025-07683-SG,Female,Central,25 to 49,3
2025,2025-07684-SG,Female,Central,25 to 49,61
2025,2025-07685-SG,Male ,Northern,18 to 24,3
2025,2025-07686-SG,Male ,Central,25 to 49,3
2025,2025-07687-SG,Male ,Western,18 to 24,4
2025,2025-07688-SG,Male ,Western,18 to 24,1
2025,2025-07689-SG,Female,Central,50+,1
2025,2025-07690-SG,Male ,Central,18 to 24,3
2025,2025-07691-SG,Female,Central,25 to 49,3
2025,2025-07692-SG,Male ,Central,25 to 49,2
2025,2025-07693-SG,Male ,Eastern,25 to 49,4
2025,2025-07694-SG,Male ,Toronto,25 to 49,9
2025,2025-07695-SG,Male ,Northern,25 to 49,2
2025,2025-07696-SG,Male ,Western,18 to 24,7
2025,2025-07697-SG,Female,Northern,25 to 49,13
2025,2025-07698-SG,Female,Eastern,50+,1
2025,2025-07699-SG,Female,Central,25 to 49,1
2025,2025-07700-SG,Male ,Western,25 to 49,3
2025,2025-07701-SG,Male ,Western,18 to 24,1
2025,2025-07702-SG,Male ,Western,25 to 49,8
2025,2025-07703-SG,Male ,Eastern,50+,2
2025,2025-07704-SG,Male ,Northern,25 to 49,3
2025,2025-07705-SG,Female,Toronto,25 to 49,47
2025,2025-07706-SG,Male ,Central,25 to 49,1
2025,2025-07707-SG,Male ,Central,18 to 24,49
2025,2025-07708-SG,Male ,Western,25 to 49,29
2025,2025-07709-SG,Male ,Toronto,18 to 24,17
2025,2025-07710-SG,Female,Central,50+,2
2025,2025-07711-SG,Male ,Western,18 to 24,14
2025,2025-07712-SG,Male ,Western,18 to 24,3
2025,2025-07713-SG,Female,Central,25 to 49,50
2025,2025-07714-SG,Male ,Central,25 to 49,2
2025,2025-07715-SG,Male ,Northern,25 to 49,10
2025,2025-07716-SG,Male ,Western,25 to 49,4
2025,2025-07717-SG,Male ,Western,25 to 49,4
2025,2025-07718-SG,Male ,Eastern,25 to 49,3
2025,2025-07719-SG,Male ,Toronto,25 to 49,3
2025,2025-07720-SG,Female,Eastern,25 to 49,20
2025,2025-07721-SG,Male ,Central,18 to 24,17
2025,2025-07722-SG,Female,Toronto,18 to 24,84
2025,2025-07723-SG,Male ,Toronto,25 to 49,44
2025,2025-07724-SG,Female,Western,25 to 49,5
2025,2025-07725-SG,Male ,Toronto,18 to 24,6
2025,2025-07726-SG,Male ,Northern,18 to 24,2
2025,2025-07727-SG,Male ,Toronto,18 to 24,2
2025,2025-07728-SG,Male ,Toronto,25 to 49,2
2025,2025-07729-SG,Male ,Toronto,18 to 24,4
2025,2025-07730-SG,Male ,Northern,25 to 49,7
2025,2025-07731-SG,Male ,Central,25 to 49,1
2025,2025-07732-SG,Female,Eastern,50+,2
2025,2025-07733-SG,Male ,Toronto,25 to 49,1
2025,2025-07734-SG,Female,Central,25 to 49,4
2025,2025-07735-SG,Female,Central,25 to 49,1
2025,2025-07736-SG,Female,Central,50+,1
2025,2025-07737-SG,Male ,Toronto,25 to 49,46
2025,2025-07738-SG,Male ,Toronto,18 to 24,6
2025,2025-07739-SG,Female,Eastern,25 to 49,3
2025,2025-07740-SG,Female,Western,25 to 49,4
2025,2025-07741-SG,Female,Northern,25 to 49,13
2025,2025-07742-SG,Male ,Central,25 to 49,16
2025,2025-07743-SG,Female,Central,25 to 49,1
2025,2025-07744-SG,Female,Eastern,25 to 49,2
2025,2025-07745-SG,Female,Central,25 to 49,10
2025,2025-07746-SG,Female,Northern,18 to 24,4
2025,2025-07747-SG,Male ,Eastern,18 to 24,1
2025,2025-07748-SG,Male ,Central,18 to 24,2
2025,2025-07749-SG,Male ,Western,18 to 24,11
2025,2025-07750-SG,Female,Central,50+,89
2025,2025-07751-SG,Male ,Central,18 to 24,7
2025,2025-07752-SG,Male ,Western,25 to 49,10
2025,2025-07753-SG,Male ,Toronto,18 to 24,11
2025,2025-07754-SG,Male ,Eastern,25 to 49,1
2025,2025-07755-SG,Female,Eastern,25 to 49,5
2025,2025-07756-SG,Male ,Northern,25 to 49,7
2025,2025-07757-SG,Female,Toronto,25 to 49,14
2025,2025-07758-SG,Male ,Central,25 to 49,10
2025,2025-07759-SG,Male ,Toronto,25 to 49,16
2025,2025-07760-SG,Male ,Eastern,25 to 49,2
2025,2025-07761-SG,Male ,Western,25 to 49,1
2025,2025-07762-SG,Male ,Toronto,50+,190
2025,2025-07763-SG,Female,Northern,25 to 49,2
2025,2025-07764-SG,Female,Central,50+,16
2025,2025-07765-SG,Female,Eastern,25 to 49,2
2025,2025-07766-SG,Male ,Eastern,18 to 24,5
2025,2025-07767-SG,Female,Central,25 to 49,2
2025,2025-07768-SG,Female,Western,25 to 49,5
2025,2025-07769-SG,Female,Northern,18 to 24,3
2025,2025-07770-SG,Male ,Western,25 to 49,4
2025,2025-07771-SG,Male ,Western,25 to 49,1
2025,2025-07772-SG,Male ,Toronto,25 to 49,1
2025,2025-07773-SG,Male ,Toronto,18 to 24,46
2025,2025-07774-SG,Male ,Eastern,50+,6
2025,2025-07775-SG,Male ,Toronto,25 to 49,6
2025,2025-07776-SG,Male ,Western,25 to 49,165
2025,2025-07777-SG,Male ,Central,25 to 49,78
2025,2025-07778-SG,Female,Central,25 to 49,85
2025,2025-07779-SG,Male ,Central,25 to 49,6
2025,2025-07780-SG,Male ,Northern,18 to 24,2
2025,2025-07781-SG,Male ,Toronto,25 to 49,130
2025,2025-07782-SG,Female,Western,25 to 49,3
2025,2025-07783-SG,Male ,Northern,18 to 24,11
2025,2025-07784-SG,Female,Central,50+,9
2025,2025-07785-SG,Male ,Western,18 to 24,17
2025,2025-07786-SG,Male ,Central,25 to 49,6
2025,2025-07787-SG,Male ,Central,50+,5
2025,2025-07788-SG,Male ,Northern,25 to 49,10
2025,2025-07789-SG,Female,Western,18 to 24,4
2025,2025-07790-SG,Male ,Toronto,18 to 24,4
2025,2025-07791-SG,Male ,Western,18 to 24,2
2025,2025-07792-SG,Male ,Central,25 to 49,6
2025,2025-07793-SG,Male ,Toronto,25 to 49,60
2025,2025-07794-SG,Male ,Toronto,25 to 49,19
2025,2025-07795-SG,Female,Central,25 to 49,5
2025,2025-07796-SG,Male ,Western,18 to 24,5
2025,2025-07797-SG,Female,Central,25 to 49,46
2025,2025-07798-SG,Male ,Western,50+,16
2025,2025-07799-SG,Male ,Central,25 to 49,1
2025,2025-07800-SG,Male ,Eastern,25 to 49,2
2025,2025-07801-SG,Female,Toronto,18 to 24,5
2025,2025-07802-SG,Male ,Toronto,18 to 24,134
2025,2025-07803-SG,Male ,Central,25 to 49,3
2025,2025-07804-SG,Male ,Central,25 to 49,2
2025,2025-07805-SG,Male ,Eastern,25 to 49,26
2025,2025-07806-SG,Female,Central,25 to 49,24
2025,2025-07807-SG,Male ,Toronto,18 to 24,8
2025,2025-07808-SG,Male ,Northern,18 to 24,2
2025,2025-07809-SG,Male ,Western,18 to 24,6
2025,2025-07810-SG,Male ,Toronto,25 to 49,2
2025,2025-07811-SG,Female,Central,50+,7
2025,2025-07812-SG,Male ,Central,25 to 49,22
2025,2025-07813-SG,Male ,Toronto,50+,47
2025,2025-07814-SG,Female,Central,25 to 49,4
2025,2025-07815-SG,Female,Central,25 to 49,4
2025,2025-07816-SG,Male ,Western,18 to 24,4
2025,2025-07817-SG,Male ,Toronto,18 to 24,12
2025,2025-07818-SG,Male ,Western,25 to 49,5
2025,2025-07819-SG,Male ,Toronto,25 to 49,11
2025,2025-07820-SG,Female,Central,25 to 49,6
2025,2025-07821-SG,Male ,Central,25 to 49,5
2025,2025-07822-SG,Male ,Northern,18 to 24,1
2025,2025-07823-SG,Female,Central,25 to 49,12
2025,2025-07824-SG,Male ,Central,18 to 24,35
2025,2025-07825-SG,Male ,Toronto,18 to 24,26
2025,2025-07826-SG,Male ,Eastern,18 to 24,102
2025,2025-07827-SG,Male ,Central,25 to 49,13
2025,2025-07828-SG,Male ,Toronto,25 to 49,50
2025,2025-07829-SG,Male ,Western,18 to 24,14
2025,2025-07830-SG,Male ,Western,25 to 49,2
2025,2025-07831-SG,Male ,Northern,25 to 49,7
2025,2025-07832-SG,Female,Eastern,25 to 49,16
2025,2025-07833-SG,Female,Western,25 to 49,5
2025,2025-07834-SG,Male ,Toronto,25 to 49,5
2025,2025-07835-SG,Male ,Toronto,25 to 49,51
2025,2025-07836-SG,Male ,Central,25 to 49,1
2025,2025-07837-SG,Male ,Northern,18 to 24,4
2025,2025-07838-SG,Female,Central,25 to 49,4
2025,2025-07839-SG,Male ,Toronto,25 to 49,2
2025,2025-07840-SG,Male ,Western,50+,1
2025,2025-07841-SG,Male ,Central,50+,3
2025,2025-07842-SG,Male ,Central,25 to 49,1
2025,2025-07843-SG,Male ,Western,25 to 49,1
2025,2025-07844-SG,Male ,Western,25 to 49,1
2025,2025-07845-SG,Male ,Northern,18 to 24,3
2025,2025-07846-SG,Male ,Toronto,25 to 49,2
2025,2025-07847-SG,Female,Central,25 to 49,17
2025,2025-07848-SG,Male ,Central,25 to 49,5
2025,2025-07849-SG,Male ,Northern,25 to 49,3
2025,2025-07850-SG,Male ,Toronto,25 to 49,5
2025,2025-07851-SG,Male ,Toronto,18 to 24,3
2025,2025-07852-SG,Male ,Eastern,50+,1
2025,2025-07853-SG,Female,Eastern,25 to 49,2
2025,2025-07854-SG,Male ,Toronto,25 to 49,13
2025,2025-07855-SG,Female,Central,18 to 24,88
2025,2025-07856-SG,Male ,Toronto,18 to 24,53
2025,2025-07857-SG,Male ,Eastern,18 to 24,4
2025,2025-07858-SG,Male ,Northern,18 to 24,4
2025,2025-07859-SG,Male ,Eastern,25 to 49,28
2025,2025-07860-SG,Male ,Western,18 to 24,8
2025,2025-07861-SG,Male ,Western,25 to 49,17
2025,2025-07862-SG,Male ,Eastern,18 to 24,14
2025,2025-07863-SG,Male ,Central,25 to 49,13
2025,2025-07864-SG,Male ,Toronto,25 to 49,10
2025,2025-07865-SG,Male ,Northern,18 to 24,1
2025,2025-07866-SG,Female,Central,25 to 49,3
2025,2025-07867-SG,Male ,Central,25 to 49,2
2025,2025-07868-SG,Female,Central,25 to 49,33
2025,2025-07869-SG,Female,Eastern,25 to 49,19
2025,2025-07870-SG,Male ,Toronto,25 to 49,1
2025,2025-07871-SG,Male ,Western,50+,5
2025,2025-07872-SG,Male ,Eastern,25 to 49,8
2025,2025-07873-SG,Male ,Western,25 to 49,10
2025,2025-07874-SG,Male ,Eastern,25 to 49,15
2025,2025-07875-SG,Male ,Eastern,25 to 49,17
2025,2025-07876-SG,Male ,Toronto,18 to 24,11
2025,2025-07877-SG,Male ,Eastern,25 to 49,9
2025,2025-07878-SG,Female,Central,25 to 49,20
2025,2025-07879-SG,Male ,Central,50+,18
2025,2025-07880-SG,Male ,Northern,25 to 49,3
2025,2025-07881-SG,Male ,Toronto,25 to 49,3
2025,2025-07882-SG,Male ,Central,50+,16
2025,2025-07883-SG,Male ,Central,25 to 49,2
2025,2025-07884-SG,Female,Central,18 to 24,14
2025,2025-07886-SG,Female,Northern,18 to 24,1
2025,2025-07887-SG,Female,Western,25 to 49,2
2025,2025-07888-SG,Female,Central,18 to 24,62
2025,2025-07889-SG,Male ,Western,25 to 49,3
2025,2025-07890-SG,Female,Western,25 to 49,3
2025,2025-07891-SG,Male ,Central,18 to 24,3
2025,2025-07892-SG,Female,Central,25 to 49,221
2025,2025-07893-SG,Male ,Toronto,25 to 49,10
2025,2025-07894-SG,Male ,Western,25 to 49,13
2025,2025-07895-SG,Female,Central,25 to 49,2
2025,2025-07896-SG,Male ,Toronto,25 to 49,55
2025,2025-07897-SG,Male ,Toronto,25 to 49,70
2025,2025-07898-SG,Female,Central,25 to 49,2
2025,2025-07899-SG,Female,Central,25 to 49,3
2025,2025-07900-SG,Female,Central,25 to 49,2
2025,2025-07901-SG,Male ,Toronto,25 to 49,3
2025,2025-07902-SG,Male ,Toronto,25 to 49,5
2025,2025-07903-SG,Male ,Western,18 to 24,6
2025,2025-07904-SG,Male ,Eastern,25 to 49,8
2025,2025-07905-SG,Male ,Central,25 to 49,10
2025,2025-07906-SG,Male ,Toronto,18 to 24,8
2025,2025-07907-SG,Male ,Western,25 to 49,34
